"","errorrate","iterations","density","l","c","m","gamma","erasures","maxiterations","tests","efficiency","fsum","fcorrupt","pcons","pdes","degree","activities","alphabetsize","winners","poolsize","efficacy","refficacy","retrievedproportion","eta","aeta","peta","paeta"
"118",1,4,0.653421129499163,256,8,18000,1,4,4,1000,1.04781239523631,"sum_of_sum!","erase_clusters!",0.04,0,0,2,32640,0,1,0,0,0,0,0,0,0
"119",0.771,3.76,0.266003472464425,256,8,18000,1,4,4,1000,0.49893909609665,"sum_of_sum!","erase_clusters!",0.05,0,0,1,256,0,1,0.114257053006133,0.228514106012265,4122,0.114257053006133,0.143763950892857,0.228514106012265,0.287527901785714
"120",1,4,0.64973749433245,256,8,18000,1,4,4,1000,1.04781239523631,"sum_of_sum!","erase_clusters!",0.05,0,0,2,32640,0,1,0,0,0,0,0,0,0
"121",0.993,1,0.262895856584821,256,8,20000,1,4,1,1000,0.552720071198061,"sum_of_sum!","erase_clusters!",0,0,0,1,256,0,1,0.00386904049838643,0.00773808099677286,140,0.00386904049838643,0.0048828125,0.00773808099677286,0.00976562500000001
"122",1,1,0.704686301095145,256,8,20000,1,4,1,1000,1.16257929246435,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0,0,0,0,0,0,0
"123",0.996,1,0.267881938389369,256,8,20000,1,4,1,1000,0.552720071198061,"sum_of_sum!","erase_clusters!",0.01,0,0,1,256,0,1,0.00221088028479225,0.00442176056958449,80.0000000000001,0.00221088028479225,0.00279017857142857,0.00442176056958449,0.00558035714285715
"124",1,1,0.700803756713867,256,8,20000,1,4,1,1000,1.16257929246435,"sum_of_sum!","erase_clusters!",0.01,0,0,2,32640,0,1,0,0,0,0,0,0,0
"125",0.998,1,0.272330147879464,256,8,20000,1,4,1,1000,0.552720071198061,"sum_of_sum!","erase_clusters!",0.02,0,0,1,256,0,1,0.00110544014239612,0.00221088028479225,40,0.00110544014239612,0.00139508928571429,0.00221088028479225,0.00279017857142857
"126",1,1,0.696860994611468,256,8,20000,1,4,1,1000,1.16257929246435,"sum_of_sum!","erase_clusters!",0.02,0,0,2,32640,0,1,0,0,0,0,0,0,0
"127",0.998,1,0.277480806623186,256,8,20000,1,4,1,1000,0.552720071198061,"sum_of_sum!","erase_clusters!",0.03,0,0,1,256,0,1,0.00110544014239612,0.00221088028479225,40,0.00110544014239612,0.00139508928571429,0.00221088028479225,0.00279017857142857
"128",1,1,0.692678724016462,256,8,20000,1,4,1,1000,1.16257929246435,"sum_of_sum!","erase_clusters!",0.03,0,0,2,32640,0,1,0,0,0,0,0,0,0
"129",0.999,1,0.281945364815848,256,8,20000,1,4,1,1000,0.552720071198061,"sum_of_sum!","erase_clusters!",0.04,0,0,1,256,0,1,0.000552720071198061,0.00110544014239612,20,0.000552720071198061,0.000697544642857144,0.00110544014239612,0.00139508928571429
"130",1,1,0.688445772443499,256,8,20000,1,4,1,1000,1.16257929246435,"sum_of_sum!","erase_clusters!",0.04,0,0,2,32640,0,1,0,0,0,0,0,0,0
"131",1,1,0.286848068237305,256,8,20000,1,4,1,1000,0.552720071198061,"sum_of_sum!","erase_clusters!",0.05,0,0,1,256,0,1,0,0,0,0,0,0,0
"132",1,1,0.684117453438895,256,8,20000,1,4,1,1000,1.16257929246435,"sum_of_sum!","erase_clusters!",0.05,0,0,2,32640,0,1,0,0,0,0,0,0,0
"133",0.194,2.925,0.262615748814174,256,8,20000,1,4,4,1000,0.552720071198061,"sum_of_sum!","erase_clusters!",0,0,0,1,256,0,1,0.445492377385637,0.890984754771274,16120,0.445492377385637,0.562220982142857,0.890984754771274,1.12444196428571
"134",1,4,0.704976763044085,256,8,20000,1,4,4,1000,1.16257929246435,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0,0,0,0,0,0,0
"135",0.376,3.211,0.267762320382254,256,8,20000,1,4,4,1000,0.552720071198061,"sum_of_sum!","erase_clusters!",0.01,0,0,1,256,0,1,0.34489732442759,0.68979464885518,12480,0.34489732442759,0.435267857142857,0.68979464885518,0.870535714285714
"136",1,4,0.701305116925921,256,8,20000,1,4,4,1000,1.16257929246435,"sum_of_sum!","erase_clusters!",0.01,0,0,2,32640,0,1,0,0,0,0,0,0,0
"137",0.526,3.481,0.272434234619141,256,8,20000,1,4,4,1000,0.552720071198061,"sum_of_sum!","erase_clusters!",0.02,0,0,1,256,0,1,0.261989313747881,0.523978627495762,9480,0.261989313747881,0.330636160714286,0.523978627495762,0.661272321428571
"138",1,4,0.696770259312221,256,8,20000,1,4,4,1000,1.16257929246435,"sum_of_sum!","erase_clusters!",0.02,0,0,2,32640,0,1,0,0,0,0,0,0,0
"139",0.638,3.662,0.277475084577288,256,8,20000,1,4,4,1000,0.552720071198061,"sum_of_sum!","erase_clusters!",0.03,0,0,1,256,0,1,0.200084665773698,0.400169331547396,7240,0.200084665773698,0.252511160714286,0.400169331547396,0.505022321428571
"140",1,4,0.692985262189593,256,8,20000,1,4,4,1000,1.16257929246435,"sum_of_sum!","erase_clusters!",0.03,0,0,2,32640,0,1,0,0,0,0,0,0,0
"141",0.773,3.773,0.282233374459403,256,8,20000,1,4,4,1000,0.552720071198061,"sum_of_sum!","erase_clusters!",0.04,0,0,1,256,0,1,0.12546745616196,0.25093491232392,4540,0.12546745616196,0.158342633928571,0.25093491232392,0.316685267857143
"142",1,4,0.688505717686244,256,8,20000,1,4,4,1000,1.16257929246435,"sum_of_sum!","erase_clusters!",0.04,0,0,2,32640,0,1,0,0,0,0,0,0,0
"143",0.872,3.875,0.286573682512556,256,8,20000,1,4,4,1000,0.552720071198061,"sum_of_sum!","erase_clusters!",0.05,0,0,1,256,0,1,0.0707481691133518,0.141496338226704,2560,0.0707481691133518,0.0892857142857143,0.141496338226704,0.178571428571429
"144",1,4,0.684341158185686,256,8,20000,1,4,4,1000,1.16257929246435,"sum_of_sum!","erase_clusters!",0.05,0,0,2,32640,0,1,0,0,0,0,0,0,0
"145",0.043,1,0.0734803336007255,256,8,5000,1,4,1,1000,0.143629585321837,"sum_of_sum!","erase_clusters!",0,0,0,1,256,0,1,0.137453513152998,0.274907026305995,4785,0.137453513152998,0.166887555803571,0.274907026305995,0.333775111607143
"146",0.029,1,0.263048989432199,256,8,5000,1,4,1,1000,0.29609439063841,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.287507653309896,0.575015306619792,4855,0.287507653309896,0.317372288015964,0.575015306619792,0.634744576031928
"147",0.127,1,0.0820459638323103,256,8,5000,1,4,1,1000,0.143629585321837,"sum_of_sum!","erase_clusters!",0.01,0,0,1,256,0,1,0.125388627985963,0.250777255971927,4365,0.125388627985963,0.152239118303571,0.250777255971927,0.304478236607143
"148",0.205,1,0.26777948651995,256,8,5000,1,4,1,1000,0.29609439063841,"sum_of_sum!","erase_clusters!",0.01,0,0,2,32640,0,1,0.235395040557536,0.470790081115072,3975,0.235395040557536,0.259846517994533,0.470790081115072,0.519693035989066
"149",0.238,1,0.0905200413295201,256,8,5000,1,4,1,1000,0.143629585321837,"sum_of_sum!","erase_clusters!",0.02,0,0,1,256,0,1,0.10944574401524,0.218891488030479,3810,0.10944574401524,0.132882254464286,0.218891488030479,0.265764508928571
"150",0.356,1,0.272477831159319,256,8,5000,1,4,1,1000,0.29609439063841,"sum_of_sum!","erase_clusters!",0.02,0,0,2,32640,0,1,0.190684787571136,0.381369575142272,3220,0.190684787571136,0.210492022123873,0.381369575142272,0.420984044247746
"151",0.42,1,0.0989437103271484,256,8,5000,1,4,1,1000,0.143629585321837,"sum_of_sum!","erase_clusters!",0.03,0,0,1,256,0,1,0.0833051594866652,0.16661031897333,2900,0.0833051594866652,0.101143973214286,0.16661031897333,0.202287946428571
"152",0.51,1,0.276993070329939,256,8,5000,1,4,1,1000,0.29609439063841,"sum_of_sum!","erase_clusters!",0.03,0,0,2,32640,0,1,0.145086251412821,0.290172502825642,2450,0.145086251412821,0.160156973355121,0.290172502825642,0.320313946710242
"153",0.535,1,0.107534953526088,256,8,5000,1,4,1,1000,0.143629585321837,"sum_of_sum!","erase_clusters!",0.04,0,0,1,256,0,1,0.066787757174654,0.133575514349308,2325,0.066787757174654,0.0810895647321429,0.133575514349308,0.162179129464286
"154",0.656,1,0.28195926121303,256,8,5000,1,4,1,1000,0.29609439063841,"sum_of_sum!","erase_clusters!",0.04,0,0,2,32640,0,1,0.101856470379613,0.203712940759226,1720,0.101856470379613,0.112436732314615,0.203712940759226,0.224873464629231
"155",0.617,1,0.116335732596261,256,8,5000,1,4,1,1000,0.143629585321837,"sum_of_sum!","erase_clusters!",0.05,0,0,1,256,0,1,0.0550101311782634,0.110020262356527,1915,0.0550101311782634,0.0667898995535714,0.110020262356527,0.133579799107143
"156",0.784,1,0.286535808018276,256,8,5000,1,4,1,1000,0.29609439063841,"sum_of_sum!","erase_clusters!",0.05,0,0,2,32640,0,1,0.0639563883778965,0.127912776755793,1080,0.0639563883778965,0.0705998086626655,0.127912776755793,0.141199617325331
"157",0,1.043,0.0734846932547433,256,8,5000,1,4,4,1000,0.143629585321837,"sum_of_sum!","erase_clusters!",0,0,0,1,256,0,1,0.143629585321837,0.287259170643673,5000,0.143629585321837,0.174386160714286,0.287259170643673,0.348772321428571
"158",0,1.033,0.262974875313895,256,8,5000,1,4,4,1000,0.29609439063841,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.29609439063841,0.59218878127682,5000,0.29609439063841,0.326850966030859,0.59218878127682,0.653701932061718
"159",0,1.105,0.0819587707519531,256,8,5000,1,4,4,1000,0.143629585321837,"sum_of_sum!","erase_clusters!",0.01,0,0,1,256,0,1,0.143629585321837,0.287259170643673,5000,0.143629585321837,0.174386160714286,0.287259170643673,0.348772321428571
"160",0,1.185,0.267549514770508,256,8,5000,1,4,4,1000,0.29609439063841,"sum_of_sum!","erase_clusters!",0.01,0,0,2,32640,0,1,0.29609439063841,0.59218878127682,5000,0.29609439063841,0.326850966030859,0.59218878127682,0.653701932061718
"161",0.002,1.265,0.0905031476702009,256,8,5000,1,4,4,1000,0.143629585321837,"sum_of_sum!","erase_clusters!",0.02,0,0,1,256,0,1,0.143342326151193,0.286684652302386,4990,0.143342326151193,0.174037388392857,0.286684652302386,0.348074776785714
"162",0.004,1.381,0.272453308105469,256,8,5000,1,4,4,1000,0.29609439063841,"sum_of_sum!","erase_clusters!",0.02,0,0,2,32640,0,1,0.294910013075856,0.589820026151712,4980,0.294910013075856,0.325543562166735,0.589820026151712,0.651087124333471
"163",0.011,1.42,0.0989507947649274,256,8,5000,1,4,4,1000,0.143629585321837,"sum_of_sum!","erase_clusters!",0.03,0,0,1,256,0,1,0.142049659883296,0.284099319766593,4945,0.142049659883296,0.172467912946429,0.284099319766593,0.344935825892857
"164",0.00600000000000001,1.566,0.277254377092634,256,8,5000,1,4,4,1000,0.29609439063841,"sum_of_sum!","erase_clusters!",0.03,0,0,2,32640,0,1,0.294317824294579,0.588635648589159,4970,0.294317824294579,0.324889860234674,0.588635648589159,0.649779720469348
"165",0.026,1.643,0.107618604387556,256,8,5000,1,4,4,1000,0.143629585321837,"sum_of_sum!","erase_clusters!",0.04,0,0,1,256,0,1,0.139895216103469,0.279790432206938,4870,0.139895216103469,0.169852120535714,0.279790432206938,0.339704241071429
"166",0.01,1.71,0.281946454729353,256,8,5000,1,4,4,1000,0.29609439063841,"sum_of_sum!","erase_clusters!",0.04,0,0,2,32640,0,1,0.293133446732026,0.586266893464051,4950,0.293133446732026,0.32358245637055,0.586266893464051,0.647164912741101
"167",0.042,1.865,0.116088049752372,256,8,5000,1,4,4,1000,0.143629585321837,"sum_of_sum!","erase_clusters!",0.05,0,0,1,256,0,1,0.137597142738319,0.275194285476639,4790,0.137597142738319,0.167061941964286,0.275194285476639,0.334123883928571
"168",0.038,1.95,0.286772591727121,256,8,5000,1,4,4,1000,0.29609439063841,"sum_of_sum!","erase_clusters!",0.05,0,0,2,32640,0,1,0.28484280379415,0.5696856075883,4810,0.28484280379415,0.314430629321686,0.5696856075883,0.628861258643373
"169",0.0629999999999999,1,0.0875146048409598,256,8,6000,1,4,1,1000,0.171495448133033,"sum_of_sum!","erase_clusters!",0,0,0,1,256,0,1,0.160691234900652,0.321382469801304,5622,0.160691234900652,0.196079799107143,0.321382469801304,0.392159598214286
"170",0.104,1,0.306440625871931,256,8,6000,1,4,1,1000,0.354453214512921,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.317590080203577,0.635180160407154,5376,0.317590080203577,0.35143015867638,0.635180160407154,0.702860317352759
"171",0.176,1,0.0956134796142578,256,8,6000,1,4,1,1000,0.171495448133033,"sum_of_sum!","erase_clusters!",0.01,0,0,1,256,0,1,0.141312249261619,0.282624498523238,4944,0.141312249261619,0.172433035714286,0.282624498523238,0.344866071428571
"172",0.352,1,0.310516357421875,256,8,6000,1,4,1,1000,0.354453214512921,"sum_of_sum!","erase_clusters!",0.01,0,0,2,32640,0,1,0.229685683004373,0.459371366008745,3888,0.229685683004373,0.254159311185596,0.459371366008745,0.508318622371192
"173",0.338,1,0.103835787091936,256,8,6000,1,4,1,1000,0.171495448133033,"sum_of_sum!","erase_clusters!",0.02,0,0,1,256,0,1,0.113529986664068,0.227059973328136,3972,0.113529986664068,0.138532366071429,0.227059973328136,0.277064732142857
"174",0.594,1,0.314726148332868,256,8,6000,1,4,1,1000,0.354453214512921,"sum_of_sum!","erase_clusters!",0.02,0,0,2,32640,0,1,0.143908005092246,0.287816010184492,2436,0.143908005092246,0.159241790650234,0.287816010184492,0.318483581300469
"175",0.463,1,0.112251009259905,256,8,6000,1,4,1,1000,0.171495448133033,"sum_of_sum!","erase_clusters!",0.03,0,0,1,256,0,1,0.0920930556474387,0.184186111294877,3222,0.0920930556474387,0.112374441964286,0.184186111294877,0.224748883928571
"176",0.752,1,0.318545750209263,256,8,6000,1,4,1,1000,0.354453214512921,"sum_of_sum!","erase_clusters!",0.03,0,0,2,32640,0,1,0.0879043971992044,0.175808794398409,1488,0.0879043971992044,0.0972708474907836,0.175808794398409,0.194541694981567
"177",0.605,1,0.120524542672294,256,8,6000,1,4,1,1000,0.171495448133033,"sum_of_sum!","erase_clusters!",0.04,0,0,1,256,0,1,0.067740702012548,0.135481404025096,2370,0.067740702012548,0.0826590401785714,0.135481404025096,0.165318080357143
"178",0.852,1,0.321957451956613,256,8,6000,1,4,1,1000,0.354453214512921,"sum_of_sum!","erase_clusters!",0.04,0,0,2,32640,0,1,0.0524590757479123,0.104918151495825,888,0.0524590757479123,0.0580487315670806,0.104918151495825,0.116097463134161
"179",0.727,1,0.128955568586077,256,8,6000,1,4,1,1000,0.171495448133033,"sum_of_sum!","erase_clusters!",0.05,0,0,1,256,0,1,0.046818257340318,0.093636514680636,1638,0.046818257340318,0.05712890625,0.093636514680636,0.1142578125
"180",0.923,1,0.325992856706892,256,8,6000,1,4,1,1000,0.354453214512921,"sum_of_sum!","erase_clusters!",0.05,0,0,2,32640,0,1,0.0272928975174949,0.0545857950349898,462,0.0272928975174949,0.0302010292612513,0.0545857950349898,0.0604020585225027
"181",0,1.085,0.0874552045549665,256,8,6000,1,4,4,1000,0.171495448133033,"sum_of_sum!","erase_clusters!",0,0,0,1,256,0,1,0.171495448133033,0.342990896266066,6000,0.171495448133033,0.209263392857143,0.342990896266066,0.418526785714286
"182",0,1.112,0.306739262172154,256,8,6000,1,4,4,1000,0.354453214512921,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.354453214512921,0.708906429025842,6000,0.354453214512921,0.392221159237031,0.708906429025842,0.784442318474061
"183",0.002,1.208,0.0957145690917969,256,8,6000,1,4,4,1000,0.171495448133033,"sum_of_sum!","erase_clusters!",0.01,0,0,1,256,0,1,0.171152457236767,0.342304914473534,5988,0.171152457236767,0.208844866071429,0.342304914473534,0.417689732142857
"184",0.003,1.367,0.310359137398856,256,8,6000,1,4,4,1000,0.354453214512921,"sum_of_sum!","erase_clusters!",0.01,0,0,2,32640,0,1,0.353389854869382,0.706779709738764,5982,0.353389854869382,0.39104449575932,0.706779709738764,0.782088991518639
"185",0.002,1.364,0.103804452078683,256,8,6000,1,4,4,1000,0.171495448133033,"sum_of_sum!","erase_clusters!",0.02,0,0,1,256,0,1,0.171152457236767,0.342304914473534,5988,0.171152457236767,0.208844866071429,0.342304914473534,0.417689732142857
"186",0.00600000000000001,1.607,0.314126695905413,256,8,6000,1,4,4,1000,0.354453214512921,"sum_of_sum!","erase_clusters!",0.02,0,0,2,32640,0,1,0.352326495225843,0.704652990451687,5964,0.352326495225843,0.389867832281609,0.704652990451687,0.779735664563217
"187",0.017,1.536,0.112231118338449,256,8,6000,1,4,4,1000,0.171495448133033,"sum_of_sum!","erase_clusters!",0.03,0,0,1,256,0,1,0.168580025514771,0.337160051029543,5898,0.168580025514771,0.205705915178571,0.337160051029543,0.411411830357143
"188",0.031,1.878,0.318356922694615,256,8,6000,1,4,4,1000,0.354453214512921,"sum_of_sum!","erase_clusters!",0.03,0,0,2,32640,0,1,0.34346516486302,0.68693032972604,5814,0.34346516486302,0.380062303300683,0.68693032972604,0.760124606601365
"189",0.026,1.75,0.120466777256557,256,8,6000,1,4,4,1000,0.171495448133033,"sum_of_sum!","erase_clusters!",0.04,0,0,1,256,0,1,0.167036566481574,0.334073132963148,5844,0.167036566481574,0.203822544642857,0.334073132963148,0.407645089285714
"190",0.055,2.11,0.322142192295619,256,8,6000,1,4,4,1000,0.354453214512921,"sum_of_sum!","erase_clusters!",0.04,0,0,2,32640,0,1,0.33495828771471,0.66991657542942,5670,0.33495828771471,0.370648995478994,0.66991657542942,0.741297990957988
"191",0.055,1.92,0.128806522914342,256,8,6000,1,4,4,1000,0.171495448133033,"sum_of_sum!","erase_clusters!",0.05,0,0,1,256,0,1,0.162063198485716,0.324126396971432,5670,0.162063198485716,0.19775390625,0.324126396971432,0.3955078125
"192",0.107,2.349,0.326192038399833,256,8,6000,1,4,4,1000,0.354453214512921,"sum_of_sum!","erase_clusters!",0.05,0,0,2,32640,0,1,0.316526720560038,0.633053441120077,5358,0.316526720560038,0.350253495198668,0.633053441120077,0.700506990397337
"193",0.126,1,0.101188114711217,256,8,7000,1,4,1,1000,0.199229663060304,"sum_of_sum!","erase_clusters!",0,0,0,1,256,0,1,0.174126725514706,0.348253451029411,6118,0.174126725514706,0.21337890625,0.348253451029411,0.4267578125
"194",0.248,1,0.347727639334542,256,8,7000,1,4,1,1000,0.412680390503506,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.310335653658637,0.620671307317274,5264,0.310335653658637,0.344108697037288,0.620671307317274,0.688217394074576
"195",0.259,1,0.109218052455357,256,8,7000,1,4,1,1000,0.199229663060304,"sum_of_sum!","erase_clusters!",0.01,0,0,1,256,0,1,0.147629180327685,0.29525836065537,5187,0.147629180327685,0.180908203125,0.29525836065537,0.36181640625
"196",0.559,1,0.350742067609514,256,8,7000,1,4,1,1000,0.412680390503506,"sum_of_sum!","erase_clusters!",0.01,0,0,2,32640,0,1,0.181992052212046,0.363984104424093,3087,0.181992052212046,0.201797786427452,0.363984104424093,0.403595572854905
"197",0.432,1,0.117344447544643,256,8,7000,1,4,1,1000,0.199229663060304,"sum_of_sum!","erase_clusters!",0.02,0,0,1,256,0,1,0.113162448618253,0.226324897236505,3976,0.113162448618253,0.138671875,0.226324897236505,0.27734375
"198",0.783,1,0.353949683053153,256,8,7000,1,4,1,1000,0.412680390503506,"sum_of_sum!","erase_clusters!",0.02,0,0,2,32640,0,1,0.0895516447392609,0.179103289478522,1519,0.0895516447392609,0.0992973234801749,0.179103289478522,0.19859464696035
"199",0.54,1,0.125339235578265,256,8,7000,1,4,1,1000,0.199229663060304,"sum_of_sum!","erase_clusters!",0.03,0,0,1,256,0,1,0.0916456450077398,0.18329129001548,3220,0.0916456450077398,0.1123046875,0.18329129001548,0.224609375
"200",0.894,1,0.356837681361607,256,8,7000,1,4,1,1000,0.412680390503506,"sum_of_sum!","erase_clusters!",0.03,0,0,2,32640,0,1,0.0437441213933717,0.0874882427867433,742,0.0437441213933717,0.0485046833589795,0.0874882427867433,0.0970093667179589
"201",0.702,1,0.133025305611747,256,8,7000,1,4,1,1000,0.199229663060304,"sum_of_sum!","erase_clusters!",0.04,0,0,1,256,0,1,0.0593704395919706,0.118740879183941,2086,0.0593704395919706,0.07275390625,0.118740879183941,0.1455078125
"202",0.938,1,0.359912872314453,256,8,7000,1,4,1,1000,0.412680390503506,"sum_of_sum!","erase_clusters!",0.04,0,0,2,32640,0,1,0.0255861842112174,0.0511723684224348,434,0.0255861842112174,0.0283706638514786,0.0511723684224348,0.0567413277029572
"203",0.775,1,0.141025543212891,256,8,7000,1,4,1,1000,0.199229663060304,"sum_of_sum!","erase_clusters!",0.05,0,0,1,256,0,1,0.0448266741885684,0.0896533483771367,1575,0.0448266741885684,0.054931640625,0.0896533483771367,0.10986328125
"204",0.983,1,0.362708500453404,256,8,7000,1,4,1,1000,0.412680390503506,"sum_of_sum!","erase_clusters!",0.05,0,0,2,32640,0,1,0.00701556663855961,0.0140311332771192,119,0.00701556663855961,0.00777905299153445,0.0140311332771192,0.0155581059830689
"205",0,1.116,0.101222446986607,256,8,7000,1,4,4,1000,0.199229663060304,"sum_of_sum!","erase_clusters!",0,0,0,1,256,0,1,0.199229663060304,0.398459326120608,7000,0.199229663060304,0.244140625,0.398459326120608,0.48828125
"206",0,1.236,0.347399030412946,256,8,7000,1,4,4,1000,0.412680390503506,"sum_of_sum!","erase_clusters!",0,0,0,2,32640,0,1,0.412680390503506,0.825360781007013,7000,0.412680390503506,0.457591352443202,0.825360781007013,0.915182704886405
"207",0.001,1.288,0.109281539916992,256,8,7000,1,4,4,1000,0.199229663060304,"sum_of_sum!","erase_clusters!",0.01,0,0,1,256,0,1,0.199030433397244,0.398060866794487,6993,0.199030433397244,0.243896484375,0.398060866794487,0.48779296875
"208",0.00800000000000001,1.646,0.350719996861049,256,8,7000,1,4,4,1000,0.412680390503506,"sum_of_sum!","erase_clusters!",0.01,0,0,2,32640,0,1,0.409378947379478,0.818757894758957,6944,0.409378947379478,0.453930621623657,0.818757894758957,0.907861243247314
"209",0.00600000000000001,1.458,0.117148263113839,256,8,7000,1,4,4,1000,0.199229663060304,"sum_of_sum!","erase_clusters!",0.02,0,0,1,256,0,1,0.198034285081942,0.396068570163884,6958,0.198034285081942,0.24267578125,0.396068570163884,0.4853515625
